rank	taxid	taxon	taxonomy_rank	taxonomy_standard	D	P	C	O	F	G	taxon_taxid
F	43812	Solirubrobacteraceae	R__root;D__Bacteria;P__Actinobacteriota;C__Thermoleophilia;O__Solirubrobacterales;F__Solirubrobacteraceae	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		Solirubrobacteraceae (taxid 43812)
G	43813	Conexibacter	R__root;D__Bacteria;P__Actinobacteriota;C__Thermoleophilia;O__Solirubrobacterales;F__Solirubrobacteraceae;G__Conexibacter	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Conexibacter (taxid 43813)
P	46698	Verrucomicrobiota	R__root;D__Bacteria;P__Verrucomicrobiota	Bacteria;Verrucomicrobiota;;;;	Bacteria	Verrucomicrobiota					Verrucomicrobiota (taxid 46698)
C	46771	Verrucomicrobiae	R__root;D__Bacteria;P__Verrucomicrobiota;C__Verrucomicrobiae	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;	Bacteria	Verrucomicrobiota	Verrucomicrobiae				Verrucomicrobiae (taxid 46771)
O	46829	Verrucomicrobiales	R__root;D__Bacteria;P__Verrucomicrobiota;C__Verrucomicrobiae;O__Verrucomicrobiales	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;;	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales			Verrucomicrobiales (taxid 46829)
F	46830	Akkermansiaceae	R__root;D__Bacteria;P__Verrucomicrobiota;C__Verrucomicrobiae;O__Verrucomicrobiales;F__Akkermansiaceae	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae		Akkermansiaceae (taxid 46830)
G	46831	Akkermansia	R__root;D__Bacteria;P__Verrucomicrobiota;C__Verrucomicrobiae;O__Verrucomicrobiales;F__Akkermansiaceae;G__Akkermansia	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia (taxid 46831)
P	44479	Campilobacterota	R__root;D__Bacteria;P__Campilobacterota	Bacteria;Campilobacterota;;;;	Bacteria	Campilobacterota					Campilobacterota (taxid 44479)
C	44480	Campylobacteria	R__root;D__Bacteria;P__Campilobacterota;C__Campylobacteria	Bacteria;Campilobacterota;Campylobacteria;;;	Bacteria	Campilobacterota	Campylobacteria				Campylobacteria (taxid 44480)
O	44481	Campylobacterales	R__root;D__Bacteria;P__Campilobacterota;C__Campylobacteria;O__Campylobacterales	Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;;	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales			Campylobacterales (taxid 44481)
F	44492	Helicobacteraceae	R__root;D__Bacteria;P__Campilobacterota;C__Campylobacteria;O__Campylobacterales;F__Helicobacteraceae	Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae		Helicobacteraceae (taxid 44492)
G	44493	Helicobacter	R__root;D__Bacteria;P__Campilobacterota;C__Campylobacteria;O__Campylobacterales;F__Helicobacteraceae;G__Helicobacter	Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter (taxid 44493)
P	46587	Spirochaetota	R__root;D__Bacteria;P__Spirochaetota	Bacteria;Spirochaetota;;;;	Bacteria	Spirochaetota					Spirochaetota (taxid 46587)
C	46609	Spirochaetia	R__root;D__Bacteria;P__Spirochaetota;C__Spirochaetia	Bacteria;Spirochaetota;Spirochaetia;;;	Bacteria	Spirochaetota	Spirochaetia				Spirochaetia (taxid 46609)
O	46610	Spirochaetales	R__root;D__Bacteria;P__Spirochaetota;C__Spirochaetia;O__Spirochaetales	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;;	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales			Spirochaetales (taxid 46610)
F	46611	Spirochaetaceae	R__root;D__Bacteria;P__Spirochaetota;C__Spirochaetia;O__Spirochaetales;F__Spirochaetaceae	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae		Spirochaetaceae (taxid 46611)
G	46624	Treponema	R__root;D__Bacteria;P__Spirochaetota;C__Spirochaetia;O__Spirochaetales;F__Spirochaetaceae;G__Treponema	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema (taxid 46624)
P	1500	Cyanobacteria	R__root;D__Bacteria;P__Cyanobacteria	Bacteria;Cyanobacteria;;;;	Bacteria	Cyanobacteria					Cyanobacteria (taxid 1500)
C	44854	Vampirivibrionia	R__root;D__Bacteria;P__Cyanobacteria;C__Vampirivibrionia	Bacteria;Cyanobacteria;Vampirivibrionia;;;	Bacteria	Cyanobacteria	Vampirivibrionia				Vampirivibrionia (taxid 44854)
O	44856	Gastranaerophilales	R__root;D__Bacteria;P__Cyanobacteria;C__Vampirivibrionia;O__Gastranaerophilales	Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;;	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales			Gastranaerophilales (taxid 44856)
C	44560	Cyanobacteriia	R__root;D__Bacteria;P__Cyanobacteria;C__Cyanobacteriia	Bacteria;Cyanobacteria;Cyanobacteriia;;;	Bacteria	Cyanobacteria	Cyanobacteriia				Cyanobacteriia (taxid 44560)
O	44561	Chloroplast	R__root;D__Bacteria;P__Cyanobacteria;C__Cyanobacteriia;O__Chloroplast	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;;	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			Chloroplast (taxid 44561)
P	25752	Patescibacteria	R__root;D__Bacteria;P__Patescibacteria	Bacteria;Patescibacteria;;;;	Bacteria	Patescibacteria					Patescibacteria (taxid 25752)
C	25821	Saccharimonadia	R__root;D__Bacteria;P__Patescibacteria;C__Saccharimonadia	Bacteria;Patescibacteria;Saccharimonadia;;;	Bacteria	Patescibacteria	Saccharimonadia				Saccharimonadia (taxid 25821)
O	25822	Saccharimonadales	R__root;D__Bacteria;P__Patescibacteria;C__Saccharimonadia;O__Saccharimonadales	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;;	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			Saccharimonadales (taxid 25822)
F	25823	Saccharimonadaceae	R__root;D__Bacteria;P__Patescibacteria;C__Saccharimonadia;O__Saccharimonadales;F__Saccharimonadaceae	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae		Saccharimonadaceae (taxid 25823)
G	25824	Candidatus Saccharimonas	R__root;D__Bacteria;P__Patescibacteria;C__Saccharimonadia;O__Saccharimonadales;F__Saccharimonadaceae;G__Candidatus Saccharimonas	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus Saccharimonas	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	Candidatus Saccharimonas (taxid 25824)
P	44864	Deferribacterota	R__root;D__Bacteria;P__Deferribacterota	Bacteria;Deferribacterota;;;;	Bacteria	Deferribacterota					Deferribacterota (taxid 44864)
C	44865	Deferribacteres	R__root;D__Bacteria;P__Deferribacterota;C__Deferribacteres	Bacteria;Deferribacterota;Deferribacteres;;;	Bacteria	Deferribacterota	Deferribacteres				Deferribacteres (taxid 44865)
O	44866	Deferribacterales	R__root;D__Bacteria;P__Deferribacterota;C__Deferribacteres;O__Deferribacterales	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;;	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales			Deferribacterales (taxid 44866)
F	44867	Deferribacteraceae	R__root;D__Bacteria;P__Deferribacterota;C__Deferribacteres;O__Deferribacterales;F__Deferribacteraceae	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae		Deferribacteraceae (taxid 44867)
G	44873	Mucispirillum	R__root;D__Bacteria;P__Deferribacterota;C__Deferribacteres;O__Deferribacterales;F__Deferribacteraceae;G__Mucispirillum	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	Mucispirillum (taxid 44873)
P	45093	Elusimicrobiota	R__root;D__Bacteria;P__Elusimicrobiota	Bacteria;Elusimicrobiota;;;;	Bacteria	Elusimicrobiota					Elusimicrobiota (taxid 45093)
C	45095	Elusimicrobia	R__root;D__Bacteria;P__Elusimicrobiota;C__Elusimicrobia	Bacteria;Elusimicrobiota;Elusimicrobia;;;	Bacteria	Elusimicrobiota	Elusimicrobia				Elusimicrobia (taxid 45095)
O	45096	Elusimicrobiales	R__root;D__Bacteria;P__Elusimicrobiota;C__Elusimicrobia;O__Elusimicrobiales	Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;;	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales			Elusimicrobiales (taxid 45096)
F	45097	Elusimicrobiaceae	R__root;D__Bacteria;P__Elusimicrobiota;C__Elusimicrobia;O__Elusimicrobiales;F__Elusimicrobiaceae	Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae		Elusimicrobiaceae (taxid 45097)
G	45098	Elusimicrobium	R__root;D__Bacteria;P__Elusimicrobiota;C__Elusimicrobia;O__Elusimicrobiales;F__Elusimicrobiaceae;G__Elusimicrobium	Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Elusimicrobium (taxid 45098)
P	44430	Bdellovibrionota	R__root;D__Bacteria;P__Bdellovibrionota	Bacteria;Bdellovibrionota;;;;	Bacteria	Bdellovibrionota					Bdellovibrionota (taxid 44430)
C	44431	Bdellovibrionia	R__root;D__Bacteria;P__Bdellovibrionota;C__Bdellovibrionia	Bacteria;Bdellovibrionota;Bdellovibrionia;;;	Bacteria	Bdellovibrionota	Bdellovibrionia				Bdellovibrionia (taxid 44431)
O	44432	Bacteriovoracales	R__root;D__Bacteria;P__Bdellovibrionota;C__Bdellovibrionia;O__Bacteriovoracales	Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;;	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales			Bacteriovoracales (taxid 44432)
F	44433	Bacteriovoracaceae	R__root;D__Bacteria;P__Bdellovibrionota;C__Bdellovibrionia;O__Bacteriovoracales;F__Bacteriovoracaceae	Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae		Bacteriovoracaceae (taxid 44433)
G	44434	Bacteriovorax	R__root;D__Bacteria;P__Bdellovibrionota;C__Bdellovibrionia;O__Bacteriovoracales;F__Bacteriovoracaceae;G__Bacteriovorax	Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Bacteriovorax	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax (taxid 44434)
P	43853	Armatimonadota	R__root;D__Bacteria;P__Armatimonadota	Bacteria;Armatimonadota;;;;	Bacteria	Armatimonadota					Armatimonadota (taxid 43853)
C	43854	Armatimonadia	R__root;D__Bacteria;P__Armatimonadota;C__Armatimonadia	Bacteria;Armatimonadota;Armatimonadia;;;	Bacteria	Armatimonadota	Armatimonadia				Armatimonadia (taxid 43854)
O	43855	Armatimonadales	R__root;D__Bacteria;P__Armatimonadota;C__Armatimonadia;O__Armatimonadales	Bacteria;Armatimonadota;Armatimonadia;Armatimonadales;;	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales			Armatimonadales (taxid 43855)
D	2	Archaea	R__root;D__Archaea	Archaea;;;;;	Archaea						Archaea (taxid 2)
P	55	Euryarchaeota	R__root;D__Archaea;P__Euryarchaeota	Archaea;Euryarchaeota;;;;	Archaea	Euryarchaeota					Euryarchaeota (taxid 55)
C	119	Methanobacteria	R__root;D__Archaea;P__Euryarchaeota;C__Methanobacteria	Archaea;Euryarchaeota;Methanobacteria;;;	Archaea	Euryarchaeota	Methanobacteria				Methanobacteria (taxid 119)
O	120	Methanobacteriales	R__root;D__Archaea;P__Euryarchaeota;C__Methanobacteria;O__Methanobacteriales	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;;	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales			Methanobacteriales (taxid 120)
F	121	Methanobacteriaceae	R__root;D__Archaea;P__Euryarchaeota;C__Methanobacteria;O__Methanobacteriales;F__Methanobacteriaceae	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		Methanobacteriaceae (taxid 121)
G	123	Methanobrevibacter	R__root;D__Archaea;P__Euryarchaeota;C__Methanobacteria;O__Methanobacteriales;F__Methanobacteriaceae;G__Methanobrevibacter	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter (taxid 123)
